环状肉芽肿,15,3688.13,1975.76,1
药物中毒性多发性神经病,16,50803.38,24679.22,14
特指病毒性肠炎,15,1635.34,465.87,3
足挫伤,15,341754.26,194028.54,154
咳血病,16,72832.75,44549.91,18
下肢皮肤感染,06,3422.09,1377.54,2
精索良性肿瘤,15,44920.22,5818.03,1
腹腔动脉瘤,15,94953.17,20553.50,1
口腔原位癌,08,991.35,443.66,1
腮腺囊肿,11,3511.43,2131.90,1
短暂性肢体麻痹,16,36500.00,6137.42,1
横结肠良性肿瘤,15,66280.56,19540.07,2
降结肠良性肿瘤,12,53691.48,34219.87,1
多处开放性外伤,10,14417.17,11080.74,3
恶性葡萄胎,15,242385.63,88549.22,19
基底节病变,16,3120.28,1357.23,1
ABO血型不合,15,14915.42,4406.11,1
骨软骨瘤病综合征,12,5514.48,3822.01,1
胸壁蜂窝织炎,11,21523.03,13743.00,7
胆囊积液,15,44207.31,16903.80,9
骶前囊肿,13,31175.82,15320.50,1
肛周溃疡,14,5061.42,3819.51,1
血管瘤 (M91200/0)),06,4414.34,2353.85,1
精索囊肿,15,34014.81,16368.35,9
特指低血糖,14,12152.87,8495.85,4
胃原位癌,07,11814.85,7956.16,3
疟疾,15,17313.34,4758.42,4
下肢脉管炎,12,14061.81,11225.66,4
腔隙性脑梗塞,10,52152.63,40391.60,9
趾挫伤,15,37910.78,21979.43,18
慢性女性盆腔腹膜炎,15,17945.69,10970.71,14
特指病原体急性支气管炎,16,51214.90,32586.04,46
不完全性特指流产,15,41044.83,17936.45,8
胸壁脓肿,10,895.34,533.02,1
药物性肌张力障碍,15,1017.88,80.62,1
足恶性黑色素瘤 (M87200/3),14,3528.42,2237.21,1
筋膜炎,15,167850.29,90919.93,25
慢性心肌缺血,12,14290.37,12290.81,2
肝细胞癌 (C22.0),08,11016.64,6610.21,2
急性上肢淋巴管炎,15,1825.86,1293.66,1
手掌间隙感染,10,3126.14,2471.32,1
窦性心动过缓,06,4103.80,2728.31,1
胰腺脓肿,14,6991.66,5238.60,1
胫骨上端骨折,15,103518.49,45655.94,11
非创伤性脑损伤后遗症 NOS,14,2301.52,1164.39,1
肺炎支原体感染,15,259558.38,112648.09,44
肱骨下端骨折,16,25090.45,12580.30,1
颞叶内侧癫痫,15,1641.49,1113.48,1
幼年型髋关节骨软骨病,16,2981.91,1447.15,1
先天性脊髓栓系综合征,16,75488.42,15185.39,1
胃体恶性肿瘤,16,10312.68,6014.49,3
上肢周围神经自主神经恶性肿瘤,15,1894.09,1336.38,1
左侧鼻息肉,06,5365.71,3276.92,1
耳鸣、耳聋、眩晕综合征,08,6108.71,3285.57,3
放射性直肠炎,16,55973.83,17075.03,5
更换输尿管支架,15,9872.12,2334.51,2
肠梗阻伴粘连,10,7204.54,5069.49,4
颌下肿物,08,7626.63,5516.55,1
胰腺继发恶性肿瘤,12,23742.23,12915.96,1
饮食性腹泻,08,645.64,202.70,1
扁桃体咽炎,09,10866.13,6877.93,5
良性黑色素瘤,16,12143.42,3974.05,3
特指脑血管病后遗症,15,58623.82,37169.96,17
颅内硬膜下出血,10,917.04,201.67,1
结肠梗阻,16,100324.54,51058.64,6
女性盆腔腹膜粘连,15,1529.13,1139.00,1
2型糖尿病性酮症酸中毒,15,171987.55,79730.97,25
特指角膜水肿,15,1610.62,679.33,1
下肢水肿,11,79761.61,63676.40,11
下叶，支气管或肺的恶性肿瘤,14,5750.00,3888.00,2
胆管结石伴(慢性)胆囊炎,07,3499.93,2206.61,1
病毒性心肌炎,14,179854.49,99779.99,36
复发性风湿病,16,9296.99,6345.46,4
膀胱肿物,10,7154.11,5761.58,1
换气过度综合征,14,38830.65,26527.72,13
肺炎性肿块,16,24340.14,9807.68,2
下肢恶性黑色素瘤 (M87200/3),13,13993.33,11159.20,1
胫前综合征,16,5653.24,954.24,1
踝关节结核,16,421.79,228.62,1
临界性高血压,15,4693.52,3276.14,2
腹壁窦道,13,2004.53,1000.56,1
百日咳肺炎,16,185557.80,127370.76,43
肾错构瘤,14,128689.67,68553.22,7
肘关节扭伤,09,2426.36,1642.81,1
足皮肤感染,06,13608.54,7564.29,3
腹膜粘连伴肠梗阻,10,15302.70,9275.01,5
髋关节脱位,16,90859.02,42643.50,18
腮腺混合瘤恶变,11,8870.03,5876.81,1
泌尿生殖系统结核,16,6307.76,1420.52,1
癫痫持续状态,15,336097.87,128577.07,39
陈旧性鼻骨骨折,12,20350.46,11829.04,2
腹股沟感染,12,3401.83,2051.54,1
胸段背痛,15,24480.53,5817.32,3
急性阑尾炎伴穿孔,08,7404.54,5165.58,1
疱疹病毒感染[单纯性疱疹],12,4911.01,2871.26,1
髌骨滑脱,15,7499.42,5100.35,2
感染性皮炎,14,11630.24,7799.32,3
后囊下型老年性白内障,16,12262.09,6953.43,2
胆固醇性胆囊炎,07,1778.35,1102.14,1
肝功能异常,14,80449.59,52699.10,18
骨折内固定术后疼痛,12,27829.34,16284.90,7
内源性支气管哮喘,11,711.02,328.96,1
肺部阴影,15,515429.23,173249.04,39
癔症,10,10502.33,6531.61,3
白癜风,16,456767.53,69939.85,34
鼻病毒急性支气管炎,16,155760.54,101075.56,95
急性ST段抬高型下间壁心肌梗死,14,92826.34,62703.17,2
急性风湿性心脏病,14,14189.05,10528.01,2
放射性结肠炎,13,11380.27,6248.91,1
骨继发恶性肿瘤,12,51118.70,36215.04,1
上肢骨折病,14,6204.14,4202.84,1
口腔继发恶性肿瘤,15,1566.70,949.24,1
肛周感染,11,3266.36,2091.57,2
蜂窝织炎 NOS,08,1648.78,982.41,1
少尿,16,8842.17,6840.01,1
扁桃体肿瘤 (M80001/1),10,17296.52,12666.42,2
甲床炎,11,11052.36,6187.73,6
霉菌性泌尿系感染,13,10874.65,8487.69,2
神经鞘瘤 NOS,10,9621.27,7375.55,1
复发性口腔溃疡,11,17300.67,12583.88,8
第二颈椎骨折,16,354347.20,82153.97,5
混合痔手术,06,33605.45,12424.37,28
喉肿物,15,22904.91,8671.99,3
慢性淋巴细胞性白血病，急性变,15,3405.85,2077.73,1
膀胱炎,06,6398.44,4138.68,2
脾大 NOS,10,9232.67,6982.00,1
慢性肾功能衰竭，尿毒症期,14,285383.78,209776.70,17
乙状结肠直肠恶性肿瘤,16,50259.49,27106.25,6
肝炎后肝硬化失代偿期,16,1075800.43,488098.60,46
囊虫病[囊尾蚴病],11,6931.43,5402.00,1
消化系统和腹部其他特指的症状和体征,13,2719.15,1848.02,1
创伤性脑出血,13,17691.88,13320.28,3
移植肾功能不全,13,4062.44,3017.49,1
蚀疮性脓皮症,15,1759.49,782.14,1
胆管结石,08,17711.85,11597.16,5
上肢深静脉血栓形成,16,44765.30,20979.23,4
十二指肠梗阻,16,129510.90,50458.50,15
下肢脉管炎,08,3261.51,2424.65,2
房内折返性心动过速,14,75032.01,30987.17,2
多发性硬化症所致精神障碍,15,18736.09,5536.56,1
阴茎溃疡,14,1951.05,1119.41,1
腰椎病,10,585473.39,458625.53,176
眼睑带状疱疹,14,3869.87,2185.04,2
直肠前突,12,8029.43,5859.08,1
关节强硬性脊椎炎,11,8058.72,5782.44,1
包皮嵌顿,10,1517.22,1012.96,1
支气管肺炎(小叶性肺炎 ),10,72944.43,50206.86,41
乳头状汗腺腺瘤,13,7021.93,3336.76,1
结核性脓气胸,15,1607.41,532.80,1
关节疾患,15,6674.05,4084.94,3
面部皮脂腺囊肿,10,1688.43,988.80,2
原发性单侧膝关节病,14,11141.22,8138.49,4
口腔炎,08,774.59,254.03,1
咽部异物,15,64015.99,31720.06,15
颌-颅底关系异常,16,10679.56,6405.50,1
下颌骨骨质增生,15,19241.68,9905.05,2
小腿挫伤,14,58142.91,33758.77,10
流行性角膜结膜炎,15,2996.78,1384.27,2
过敏性鼻炎伴哮喘,11,2451.88,1747.52,2
牙槽脓肿,10,4143.98,3130.59,1
创伤病,15,940.50,429.81,1
多指[趾]畸形,16,96098.48,29461.00,12
胆囊切除术后状态,16,112949.99,42011.84,13
子宫颈息肉(粘液性),08,4453.09,2354.79,3
颅内低压综合征[位置性头痛],09,175.92,0.00,1
恩乔推拉病,06,4889.68,3195.16,1
开放性支气管损伤,14,7667.87,4365.37,1
头晕,11,384674.09,292470.29,97
新生儿核黄疸,15,107801.75,34600.42,25
阴道囊肿,16,22366.95,12593.27,7
急性化脓性阑尾炎,07,8682.57,4286.36,4
喉水肿,15,23050.00,8603.61,8
为妊娠合并卵巢肿瘤给予的孕产妇医疗,09,4423.28,2398.18,1
特指急性胰腺炎,15,583292.40,263657.21,58
糜烂性胃炎,15,7041013.31,3923534.86,2821
分娩时会阴裂伤,12,4583.49,2690.71,1
骨盆区软组织疾患,15,2843.70,1683.38,2
骨病变,15,3069.26,1857.84,2
球上颌囊肿,09,4667.87,3038.99,1
复发性腹股沟斜疝,13,57885.77,29815.96,9
甲状腺良性肿瘤,12,20221.41,14055.07,3
躯干周围神经和自主神经良性肿瘤,12,21637.33,9933.43,4
咽喉溃疡,16,23481.78,7879.41,4
肌肉肿物,15,20333.80,11362.63,11
良性脂肪瘤样肿瘤,11,3535.73,2054.13,2
附件囊肿,07,26372.86,13006.47,8
胆道蛔虫病,11,486.44,156.52,1
肋间神经痛,16,298260.71,183297.20,91
门脉高压性胃肠病,15,39932.97,22252.30,3
阵发性室上性心动过速,15,2849896.69,944882.97,152
特指慢性阻塞性肺病,15,1685804.44,926843.34,333
间日疟原虫疟疾伴特指并发症,16,9529.73,1670.54,1
盆骨恶性肿瘤,15,20734.82,13434.08,6
阴道脓肿,06,1237.89,418.65,1
肾功能损害伴水肿,09,2575.04,1646.79,1
肾实质性高血压病,13,2557.06,1690.44,1
脑膜脑膨出,07,2731.03,1777.51,1
会阴瘢痕,13,5802.24,3013.62,1
药物诱发性骨质疏松,08,4598.62,2340.00,1
牙骨质龋,15,2189.19,1536.34,1
十二指肠球部息肉,09,1194.35,609.59,1
前列腺膀胱炎,14,6793.82,4349.62,3
胆囊炎,07,163476.75,96830.80,52
牙龈溃疡,15,8754.62,4882.42,8
缺铁性贫血,09,28287.33,18298.22,6
腋恶性肿瘤,11,8481.21,3992.29,1
子宫腺肌瘤,12,34399.31,22465.26,4
复发和持续性血尿，弥漫性毛细血管内增生性肾小球肾炎,16,2266.91,1736.17,1
乳房痛,09,1605.63,827.63,1
难治性贫血,15,176080.90,95170.52,32
缺血性心肌病,13,68766.46,50217.43,7
贲门松弛,12,4948.89,2350.41,1
梗阻性肾病,16,11328.82,4466.67,1
生殖器横纹肌瘤,15,34095.37,8193.21,3
角膜损伤,11,1995.29,1282.89,1
咽炎,11,32391.03,23864.37,16
慢性肾炎综合征，肾小球轻微病变,14,46460.69,30211.80,1
肺挫伤,15,159696.31,63199.30,22
视神经麻痹,07,3669.21,2418.74,1
眼球突出,14,7975.91,5099.00,1
脑血管病后遗症,10,3987.78,3248.58,1
2型糖尿病性周围血管病变,14,67723.32,48810.70,2
小腿骨折，包括踝,10,1021.19,652.49,1
星形细胞瘤 NOS (C71.-),10,1152.60,846.91,1
乳腺(房)原位癌 NOS,09,53317.16,38258.34,9
有毒的食物中毒,13,1158.62,553.64,1
蜂蛰伤,16,160207.89,75514.27,100
糜烂性食道炎,07,3857.78,2237.92,1
原发性甲状旁腺机能亢进,07,2830.08,1767.81,1
手术后胆囊瘘,16,967.90,644.05,1
皮肤原位癌,10,57500.98,46728.17,2
肾病综合症,16,118590.12,35120.54,13
2型糖尿病,13,147479.09,102692.68,10
手挫伤,16,258693.76,155020.82,107
盆腔积液，女性,14,5491.82,3431.28,2
腰背部挫伤,11,11386.77,8575.37,3
细菌性肺炎,10,20882.32,15409.07,10
肺部阴影,16,251806.06,101051.37,22
臀肌挛缩,15,50590.61,10319.65,3
气管梗阻,12,4345.78,3138.86,1
末稍神经退行性改变,13,9605.08,8513.17,1
前臂尺神经损伤,15,11982.95,2253.68,1
妊娠合并输卵管坏死,14,4606.70,3296.79,1
急性盆腔炎,13,826115.74,557655.16,287
肝硬变伴腹水,07,13350.89,8885.53,3
先天性白内障,11,36763.81,23291.81,7
病毒性脑炎,16,687011.22,242851.84,50
小淋巴细胞性淋巴瘤,16,19794.95,6067.66,2
新生儿胎粪吸入综合征,15,210252.85,63736.18,31
腕部骨折,11,16635.36,12990.11,3
慢性十二指肠梗阻,09,679.58,119.99,1
晚期人工流产,15,7333.00,2474.20,3
手术随诊医疗,15,1544.45,745.53,2
肱骨颈骨折,16,154833.14,43519.30,4
创伤性失明,16,8404.04,2002.71,1
髋关节脱位,15,847560.96,250767.84,57
宫颈原位肿瘤个人史,16,11334.15,5374.36,2
肝原位癌,08,13159.10,8530.45,3
老年性脑萎缩,16,13802.06,9542.84,9
髋关节病理性脱位,13,1451.66,796.89,1
恶性畸胎瘤,14,18833.17,8695.14,3
足感染性肌炎,16,112635.30,72985.47,39
女性生殖道畸形综合征,16,15124.49,3537.70,1
直肠炎,12,549155.54,362860.66,79
细菌性角膜溃疡,15,14954.54,4596.41,3
肛肠病（混合痔病）,14,27694.70,18009.73,4
植物神经功能紊乱,14,14452.87,9844.77,2
血栓性内痔,08,4668.64,2650.43,3
背部挫伤,13,5238.26,3361.68,2
支气管肺炎(小叶性肺炎 ),11,197067.40,152847.29,77
慢性肾病 NOS,14,1684.86,613.22,1
肛门恶性黑色素瘤,14,22575.91,17370.71,1
肩区纤维瘤病,16,3166.52,1733.54,2
青光眼,07,76311.55,49154.93,21
低比重尿,15,9115.30,4276.04,1
椎间盘变性,12,58137.60,35184.55,15
开颅术后窦道形成,16,6126.41,4277.68,2
巨细胞病毒性肺炎,15,1512.64,770.63,1
脓毒血症,16,969814.71,474021.85,40
子宫内膜瘤(子宫腺肌瘤),07,5377.84,3112.10,1
结核性胸膜炎，病理（+）,13,78074.87,30437.81,7
结肠腺瘤样息肉,14,8060.93,5702.32,1
非胰岛素依赖Ⅱ型糖尿病,05,2555.35,1683.55,1
颌下腺良性肿瘤,11,6022.85,2309.57,1
肝血管瘤 (M91200/0),11,11387.01,8191.28,1
背部良性肿瘤,12,4745.69,1783.58,1
心源性哮喘,08,4776.37,3270.32,1
根尖囊肿,11,1288.76,841.73,1
变形性关节炎,14,2425.55,1486.49,2
盆腔蜂窝组织炎,15,26401.73,15372.45,13
手骨折,14,14834.82,9253.03,5
肛瘘手术,14,5931.12,3986.31,1
肛门蜂窝织炎,10,78041.22,43486.42,26
肠恶性淋巴瘤,16,49805.80,35633.44,6
大腿血肿,10,530.90,264.72,1
高血压性肾脏病,14,5503.63,3663.62,1
急性早幼粒细胞性白血病，完全缓解,16,52837.03,24140.30,2
母细胞性白血病,12,385982.81,190824.98,20
脑血管造影后脑血管痉挛,08,6469.81,3617.52,3
腰骶椎间盘脱出,07,4363.19,2349.01,2
会阴痛,16,4921.63,2542.56,1
先天性外斜视,15,4211.81,1294.25,1
开放性胫骨上端骨折,16,12866.73,10479.96,3
神经痛和神经炎,11,32089.32,26559.89,2
膀胱炎 NOS,09,704.86,409.73,1
被投掷、抛出或坠落物体击中,15,5515.15,2137.92,1
胸腰椎间盘变性,13,117333.28,81528.63,22
骨折连接不正,14,140963.22,96298.97,5
食源性葡萄球菌食物中毒,15,6218.31,2436.99,4
眼睑、泪器系和眼眶疾患,13,1807.40,902.07,1
多发性外眼异物,16,3433.31,1778.92,2
子宫颈息肉(粘液性),09,11391.98,5687.72,5
转移性乳房佩吉特病和浸润性导管癌,15,49608.32,9312.22,1
术后免疫治疗,15,2530.75,1117.45,2
皮克威氏(病)综合征[肥胖-低通气综合征],12,14635.52,9226.52,1
前房积脓性角膜溃疡,16,3268.60,2037.62,1
急慢性肾功能衰竭,14,223108.59,153808.59,9
便血,10,179542.86,126744.16,27
急进型肾炎综合征，特指病理,16,8623.21,2282.05,1
创伤性颅内血肿,07,11155.36,5078.61,1
急性淤胆型乙型病毒性肝炎,10,1604.60,1023.72,1
指蜂窝组织炎,12,31971.57,21254.47,8
乳头状颅咽管瘤,15,9709.92,6180.08,1
肘关节骨折,09,23042.63,14913.05,2
经间期出血病,15,1504.05,908.42,1
短暂性视网膜动脉闭塞,13,7889.40,5766.01,1
先天性耳聋,12,10237.99,4564.53,3
精神分裂症、分裂型障碍和妄想性障碍,11,34271.13,27158.95,3
感染性口角炎,10,649.39,189.64,1
视盘炎,16,6637.20,2531.04,1
跟骨骨折,12,148453.55,98681.20,15
慢性乙型病毒肝炎，伴有丁型肝炎病毒感染,13,46144.99,31746.46,3
艾迪生病危象,15,11672.18,3772.71,1
胃肿瘤,15,1024093.37,441476.24,48
桡骨骨折,11,598860.81,402481.98,112
皮脂腺腺瘤 (D23.-),13,11608.70,6950.36,4
骨软骨营养不良,11,25277.60,17022.63,17
女性盆腔脓肿,14,1853.91,813.83,1
髋良性肿瘤,14,6762.72,3636.60,1
颅内脓肿,13,3283.52,1935.23,1
继发性青光眼,12,1080.94,503.17,1
慢性肝功能衰竭,16,56030.83,38213.24,5
血管球肉瘤,15,10596.00,2279.88,1
结膜良性肿瘤,12,1126.10,503.34,1
胆囊结石伴急性胆囊炎(胆石症伴急性胆囊炎),09,36391.15,24343.02,11
特指急性麻痹性脊髓灰质炎,16,1816.80,826.20,1
十二指肠溃疡伴出血,14,29848.86,20427.06,3
臀部瘢痕修复,15,5595.58,2966.51,1
消化不良,07,11112.04,6028.04,4
腰椎管狭窄,13,774475.69,472900.92,32
胆囊扭转,14,730676.71,386958.87,83
中暑病,16,5719.40,3720.75,6
胰腺坏死,15,39236.21,18006.58,1
先天性外耳道闭锁,14,2469.30,1079.95,1
布氏菌病关节炎,16,17887.43,12354.07,3
非骨化性纤维瘤,16,5488.97,2092.22,1
扁桃体周围炎,13,32271.56,20142.88,6
乳腺恶性肿瘤史,10,185139.98,143998.31,17
头部外伤,16,1311796.61,771938.58,422
多发性骨髓瘤 (C90.0),08,18246.83,12417.65,8
脑膜恶性肿瘤,14,25736.08,19689.68,3
苯毒性效应,15,11067.58,2779.90,1
外踝骨折,14,201441.01,134008.91,20
膝关节痛,11,18304.88,14284.80,4
肠炎,16,344489.28,187156.66,153
失语,16,51259.51,27951.99,7
鼻恶性黑色素瘤,16,23465.07,16330.13,3
股骨头无菌性坏死,14,405615.56,230660.09,20
白细胞减少症,13,31361.89,19809.79,4
老年性心脏病,10,57688.66,32839.00,15
支气管结核,16,25867.16,13960.17,5
ANCA相关性肾炎,16,14988.38,10739.13,1
化脓性鼻窦炎,07,2061.30,1306.13,1
异物或物体经皮肤进入,15,35368.72,13683.64,10
纤维瘤 NOS,13,89447.79,55718.75,16
腰椎骨质增生(腰椎骨关节炎),08,169235.98,105874.09,54
新生儿短暂性中性粒细胞减少病,14,10252.00,7659.70,1
由于吸入油,11,7062.01,4941.42,1
月经过多和频繁伴有不规则周期,16,5171.56,3647.75,2
眼球摘除术后状态,15,39014.47,6800.99,4
癔病性抽搐,15,36137.48,14153.50,14
先天性鳃裂囊肿,15,177538.10,54440.90,11
开放性尺骨桡骨骨折,12,19703.46,11334.41,2
小肠憩室炎,09,5172.83,3746.38,1
混合型地中海贫血,11,188085.00,31766.28,1
特指大便异常,15,16341.70,7533.04,5
急性粒单核细胞白血病,16,521380.75,197099.03,13
残留牙根,16,2734.37,1887.97,2
急性根尖牙周炎,09,2005.63,1441.25,1
脚挫伤,09,3790.54,1735.60,2
阿司匹林哮喘,16,26964.35,11115.00,1
视神经麻痹,14,12791.69,8795.24,2
急性肠系膜淋巴结炎,11,3962.00,1605.19,2
脚趾痛,15,15583.20,9190.72,6
腘窝脓肿,09,11455.06,7932.98,4
社区获得性肺炎，非重症,15,466506.86,180931.01,78
脑出血,07,81888.01,52113.85,22
鹿角状结石,16,2358.97,531.79,1
跟骨骨质增生,09,1326.08,956.30,1
隐性冠心病(无症状性冠心病),06,23633.40,13082.45,13
淋球菌性尿道炎,14,6188.11,4122.66,1
急性鼻窦炎,07,11596.57,6541.92,6
嵌顿性腹股沟疝(单侧),11,0.01,0.00,1
脊髓损伤,16,881749.81,255317.56,13
木僵,16,7711.09,1248.84,1
糖尿病伴肾并发症,16,12345.94,7197.38,1
风湿性主动脉瓣狭窄伴关闭不全,16,2348.33,1303.31,1
椎动脉狭窄,16,7111.97,4499.63,2
肺腺瘤病 (D38.1),12,16105.62,11108.96,1
增强型心绞痛,12,20142.99,12066.21,7
睾丸机能减退,06,4581.87,2709.13,1
背部恶性肿瘤,15,201189.12,87336.51,12
排尿里急后重,12,145.06,0.00,1
视神经视网膜炎,16,82446.05,38650.03,17
咽喉痛,15,55948.46,30185.21,50
肝恶性肿瘤 NOS,09,247046.85,155551.47,21
肱三头肌肉断裂(创伤性),12,3678.40,2654.26,1
股骨粗隆下骨折,15,480004.99,156398.57,15
