眼睑湿疹,620.83,349.93,2
会厌浅表损伤,639.93,106.05,1
痔伴特指并发症,639.95,243.87,1
磨牙病,643.62,222.52,1
头部的局部肿胀、肿块和肿物,645.32,331.51,1
胎儿问题产妇医疗,647.52,103.60,1
酒精性皮炎,647.93,127.59,1
感染性口角炎,649.39,189.64,1
垂体炎,650.82,186.00,1
正常分娩 NOS,655.70,101.36,1
牙齿及支持结构的疾患 NOS,657.81,131.48,1
内拉东综合征,660.34,26.11,1
晕动病,661.64,136.89,1
菌血症 NOS,665.15,187.75,1
基底动脉狭窄脑梗死,667.17,0.00,1
盆腔充血综合征,668.69,230.35,1
尿道的其他疾患,673.76,256.23,1
股骨头脱位,682.16,161.92,1
臀部开放性伤口,683.11,272.70,1
淋巴结核,683.34,244.92,1
念珠状苔癣,684.67,145.47,1
附睾结核,686.63,294.11,1
诊断性皮肤试验和致敏试验,691.10,401.41,1
肾上腺皮质机能亢进,692.47,171.17,1
支气管粘膜纤维组织增生,693.49,56.72,1
脐肿物,695.95,222.77,1
霍乱携带者,702.19,404.60,1
妊娠水肿,704.76,29.21,1
软骨样汗管瘤,709.06,92.88,1
胰腺交界恶性肿瘤,709.16,398.46,1
疱疹性(单纯性)外阴溃疡,709.31,295.18,1
上肢的其他特指损伤，水平未特指,710.67,218.52,1
弥漫性甲状腺肿伴甲状腺机能亢进(恶性突眼Graves'(浸润性突眼))[眼型格林氏病],715.03,221.65,1
阴茎疾患 NOS,717.13,197.87,1
胎盘囊肿,717.70,278.66,1
肉毒中毒,729.23,279.53,1
特指偏头痛,733.52,358.77,1
肝-胸膜瘘,734.83,162.61,1
过敏性血管炎,735.06,152.25,1
创伤后癫痫,739.27,87.34,1
皮肤梅毒,745.60,209.74,1
会阴切开伤口裂开,750.20,0.00,1
主动脉瓣闭锁不全,752.86,196.96,1
额面痤疮,754.83,204.33,1
眼球化学品烧伤致眼球破坏,756.46,68.94,1
胃粘膜脱垂,758.88,364.64,1
妊娠期恶心,760.03,0.00,1
流感嗜血杆菌引起的急性支气管炎,760.22,276.22,1
心房肥大,765.57,337.63,1
脂肪腺瘤,768.27,350.30,1
血小板减少并发于妊娠、分娩和产褥期,779.91,209.03,1
小腿开放性损伤,811.70,243.23,1
未分化(弥漫性)非霍奇金淋巴瘤,819.04,207.55,1
乳腺导管扩张,820.79,188.62,1
葡萄球菌性先天性肺炎,822.32,125.95,1
乳腺囊性病[布拉德古德病],823.57,119.24,1
化脓性淋巴结炎,823.65,315.95,1
腕和手开放性伤口,828.00,357.99,1
上消化道梗阻,834.50,299.71,1
骨盆骨良性肿瘤,836.38,256.52,1
心脏术后综合征,837.20,595.23,1
中度营养不良,837.44,227.03,1
长冠牙,837.99,276.56,1
陈旧性膝内侧副韧带损伤,840.70,270.37,1
胃-食管反流性疾病伴有食管炎,842.10,441.08,1
喉蜂窝织炎,845.21,410.96,1
过敏性结肠炎,846.71,268.12,1
踝和足特指损伤,848.26,106.94,1
铅中毒,850.03,0.00,2
前臂开放性伤口,852.43,0.00,1
低钾性碱,858.18,268.92,1
特指感染性滑囊炎,862.41,406.03,1
特指特应性皮炎,862.59,421.94,1
唇囊肿,871.58,165.34,1
带状疱疹脑炎,871.69,420.33,1
汗疱症,873.37,482.46,1
前庭大腺[巴多林腺]疾病,873.85,395.57,1
萎缩性脊柱炎(韧带),877.50,468.33,1
复发性风湿病,878.21,444.07,1
牙周病,879.25,264.14,1
淋病 NOS,880.74,491.94,1
其他反应性关节病,884.60,388.63,1
助产单胎分娩,885.60,40.98,1
乳房分泌性癌 (C50.-),892.09,363.93,1
颈椎间盘创伤性破裂,902.48,180.36,1
脑震荡后遗症,902.81,571.71,1
咽鼓管炎,903.37,522.32,1
睾丸挫伤,906.60,328.81,1
食品类意外中毒 (X49.968),906.82,328.30,1
轮廓性湿疹[巴伦斯普郎氏病、黑布腊],909.85,403.74,1
表层脱落性食管炎[蜂窝组织炎性食管炎],911.75,211.85,1
呼吸和胸腔内器官恶性肿瘤,918.25,524.92,1
颌下脓肿,919.96,237.39,1
大脑内皮质下出血,920.32,426.79,1
食源性副溶血性弧菌食物中毒,927.30,158.08,1
为胎儿先露异常给予的孕产妇医疗,928.92,0.00,1
特指多形性红斑,929.60,174.18,1
酒精性中毒性心肌病,929.70,479.29,1
抗帕金森氏病药类药物引起的有害效应,930.15,433.08,1
化妆品引起的变应性接触性皮炎,931.97,274.59,1
阴茎脓肿,933.38,548.70,1
包皮粘连,933.86,378.86,1
颈椎椎间盘创伤性退变,939.20,485.18,1
急性牙髓源性根尖牙周炎,940.37,507.87,1
脑性发热,944.46,320.27,1
为过敏性疾病皮肤试验,944.93,448.62,1
妊娠期、产褥期营养不良,948.79,257.91,1
肢体皮肤脓肿、疖和痈,949.59,366.36,1
急性阑尾炎及阑尾周围炎,949.91,573.17,1
纵隔囊肿,955.47,394.93,1
趾挫伤，不伴有趾甲损坏,956.89,337.43,1
右室流出道狭窄,957.61,734.76,1
甲状腺肿性类癌 (D39.1),963.25,668.39,1
髋和下肢二度烧伤,976.82,397.34,1
导管内乳头状粘液腺瘤,980.80,209.02,1
脑膜炎后精神障碍,981.80,405.81,1
结膜结石,987.92,444.26,1
牛肝菌中毒,988.85,173.88,1
液化石油气意外中毒 (X47.955),989.19,105.01,1
嗜睡,990.02,206.76,1
妊娠期阴道炎,994.11,280.59,1
肠道厌氧菌感染,1001.14,444.02,1
绒毛膜癌,1001.72,493.62,1
冠状动脉血栓形成伴心肌梗死,1002.77,646.76,1
足挤压伤,1004.39,509.55,1
纤维性脓性胸膜炎,1008.01,369.78,1
异物或物体经皮肤进入,1011.41,664.70,1
中毒性休克,1013.58,489.94,1
牙根肉芽肿,1015.80,489.56,1
弯曲菌肠炎,1016.58,515.53,1
红皮病性银屑病(银屑病性红皮病),1017.50,438.34,1
眼睑丹毒,1020.86,411.17,1
门静脉炎,1021.77,715.21,1
巩膜损伤,1022.34,316.73,2
化脓性胸椎间盘感染,1023.95,429.44,1
大脑动脉炎,1029.01,565.25,1
耳廓瘘感染,1032.00,708.99,1
妊娠37周之前的假临产,1032.92,251.40,1
非传染性阴茎囊肿,1042.13,360.27,1
阑尾瘘,1042.96,351.68,1
胰腺功能不全,1049.75,516.98,1
吸虫感染,1052.05,320.03,1
植皮术后伤口感染,1053.26,610.45,1
外阴上皮内肿瘤，Ⅲ级,1053.98,292.39,1
返流性胆管炎,1054.29,742.51,1
首次正常妊娠监督,1054.76,0.00,1
疣病,1057.44,627.55,1
胆总管残余结石,1060.35,728.53,1
副鼻窦息肉,1061.57,320.77,2
气管囊肿,1063.18,139.55,1
梅勒尼溃疡(慢性潜行性),1064.31,265.10,1
肉芽肿 NOS,1066.13,611.00,1
痢疾杆菌败血病,1069.20,256.14,1
胃肠吻合口瘘,1069.93,413.81,1
第八因子抗体形成,1070.71,475.61,1
脊椎裂伴脑积水,1073.51,376.63,1
复发性胰腺炎,1086.22,460.76,1
化脓性骨髓炎,1091.37,471.72,1
腋窝淋巴结继发恶性肿瘤,1095.75,618.54,1
上肢长骨恶性肿瘤,1098.39,603.45,1
视网膜色素上皮脱离,1101.61,523.44,1
霉菌性外耳道炎,1102.48,690.78,1
咽肌痉挛,1103.98,468.87,1
骨内固定术后伤口感染,1105.66,811.89,1
安眠药中毒，原因不明 (Y11.953),1108.09,0.00,1
急性输卵管炎,1108.55,324.34,1
糖尿病性肝病,1110.67,480.78,1
幼淋巴细胞白血病,1112.45,650.83,1
肩胛带神经炎,1112.94,689.21,1
中耳和乳突的其他疾患,1116.70,670.40,1
疱疹后神经痛,1118.29,307.13,1
其他功能性肠疾患,1118.50,568.12,1
阴茎干皱症,1120.05,426.00,1
弗氏志贺菌痢疾,1120.62,686.25,1
卵巢包涵囊肿,1124.00,124.40,1
外因性变应性支气管哮喘,1124.26,528.17,1
其他特指肺原性心脏病,1124.30,556.93,1
混合性瘤,1124.95,354.55,1
急性阔韧带脓肿,1129.40,452.30,1
肥大性扁桃体炎,1129.56,509.74,1
其他急性下呼吸道感染,1129.63,613.68,1
多发性单神经炎,1131.45,690.51,1
视网膜(动脉)痉挛,1132.33,706.40,1
结核性鼻窦炎，细菌学（+）,1132.50,553.64,1
开放性胸部损伤,1133.04,527.36,1
癔病性痉挛发作,1135.38,337.99,1
下肢肿瘤,1139.28,641.76,1
腹部结缔组织良性肿瘤,1139.99,482.84,1
陈旧性创伤性癫痫,1143.93,597.58,1
小腿腱鞘脓肿,1145.02,527.72,1
拇指血管损伤,1150.05,628.40,1
酒精中毒性周围神经病,1150.07,534.55,1
丘脑功能衰竭,1150.35,761.46,1
残窦综合征(胃切除术后),1151.23,628.10,1
胎儿宫内窘迫,1151.24,272.48,1
星形细胞瘤 NOS (C71.-),1152.60,846.91,1
慢性庚型病毒性肝炎,1153.51,732.06,1
淋巴管闭塞,1155.90,913.63,1
过敏性结肠,1160.24,262.06,1
泪腺囊肿,1160.93,429.54,1
肝炎综合征,1162.75,601.07,1
颈部开放性外伤累及肌腱,1163.21,463.30,1
鼻咽狭窄,1163.69,463.68,1
肌肉良性肿瘤,1166.09,529.50,1
复发性胆管炎,1167.20,445.92,1
其他多神经病,1167.45,531.00,1
后尿道狭窄,1168.76,409.56,1
咽出血,1168.93,702.26,1
阑尾类癌,1170.79,632.91,1
腹部土拉菌病,1179.25,629.78,1
卵巢继发恶性肿瘤,1179.47,692.44,1
慢性颌下腺炎,1182.09,434.56,1
环形疱疹样大疱病,1182.11,566.27,1
牙创伤症(牙周创伤或咬颌创伤),1182.80,417.68,1
胎儿脐膨出,1183.20,218.99,1
肾周炎,1185.28,415.81,1
唇部痈,1191.27,651.41,1
口腔粘膜化学性烧伤,1193.11,536.16,1
胎盘疾患 NOS,1196.48,280.70,1
陈旧性眼内磁性异物,1196.69,0.00,1
陈旧性脉络膜视网膜炎,1198.58,868.33,1
锁骨下动脉动脉瘤,1198.67,620.01,1
急性心肌梗死后特指近期并发症,1201.08,780.61,1
腹白线疝,1201.44,585.02,1
类风湿疾病肺改变,1207.27,383.92,1
舌尖及侧缘的恶性肿瘤,1207.33,564.69,1
腹股沟区皮肤囊肿,1209.44,188.41,1
子宫溃疡,1211.42,522.99,1
子宫内感染,1213.90,830.00,1
腹膜脂肪瘤,1216.61,242.57,1
心脏的其他先天性畸形,1225.84,856.07,1
沃尔夫-帕金森-怀特综合征,1226.43,703.52,1
剥枫树皮肺,1228.95,548.03,1
肢体血管瘤,1229.88,598.65,1
创伤性食管炎,1232.38,694.78,1
结膜痣,1233.24,347.38,1
髂窝结核性脓肿,1235.59,525.20,1
肾上腺皮质腺瘤 NOS (D35.0),1237.33,718.80,1
胸膜损伤,1241.23,645.09,1
股静脉炎,1242.52,604.13,1
冠状动脉栓塞伴心肌梗死,1242.72,826.67,1
心肌劳损,1244.21,702.11,1
与用药有关,1245.85,743.46,1
腺病毒性角膜炎,1251.23,586.81,1
躯干部炎性肿物,1253.10,675.67,1
单纯性和粘液化脓性慢性支气管炎,1256.29,410.57,1
前臂桡神经损伤,1257.71,697.60,1
螨虫性皮炎,1257.79,791.99,1
幼儿急疹[婴儿玫瑰疹；第六病；猝发疹],1259.52,668.56,1
肾出血,1264.23,455.25,1
输尿管内支架,1266.97,640.32,1
妊娠合并心脏病,1270.34,426.98,1
急进型肾炎,1274.72,407.47,2
颅骨脂肪瘤 (M88500/0),1274.83,647.93,1
老年性皮脂腺增生(病-皮脂腺),1275.70,795.19,1
声带恶性肉芽肿,1275.85,575.26,1
接触性喉溃疡,1280.04,883.85,1
关节积脓,1284.27,264.10,2
精囊结石,1290.98,654.52,1
尿道闭塞,1292.07,492.41,1
颜面损伤的晚期效应,1294.35,834.16,1
血清免疫学异常所见 NOS,1294.66,488.13,1
手术后胸腔积液,1297.34,833.52,1
上肢特指幼年型骨软骨病,1297.77,774.49,1
急性黄疸型甲型病毒性肝炎,1304.91,332.19,1
脾占位性病变,1305.11,458.51,1
绞痛 NOS,1305.20,547.91,1
特指男性生殖器官原位癌,1306.68,714.31,1
贲门交界恶性肿瘤,1312.21,1013.88,1
足皮真菌病,1312.77,649.61,1
骶尾区良性肿瘤,1315.12,420.55,1
三头肌肌肉和肌腱损伤,1315.28,1004.92,1
腺状乳头状瘤病,1316.50,821.04,1
一氧化碳的毒性效应,1317.49,425.56,1
干燥性喉炎,1317.55,560.18,1
听骨关节强硬,1319.70,309.15,1
联合性肝细胞癌和胆管癌 (C22.0),1320.99,721.22,1
皮样囊肿伴有恶性变 (C56),1322.20,682.52,1
心脏卒中,1326.80,1122.41,1
阔韧带裂伤综合征[艾伦－马斯特斯],1332.77,440.04,1
皮肤萎缩,1335.03,861.11,1
皮肤和皮下组织疾病,1335.54,780.72,1
咽囊炎,1335.95,591.06,1
心肌功能不全[心肌衰竭],1338.35,847.29,1
氨茶碱药物反应 (Y55.652),1345.52,949.73,1
踝部擦伤,1345.62,541.69,1
特指发热,1346.52,713.94,1
腹膜后腔和腹膜交搭跨越恶性肿瘤,1348.47,676.44,1
扁桃残体炎,1349.68,362.64,1
肌挛缩,1349.71,717.07,1
结核性支气管扩张，病理（+）,1351.06,855.51,1
肺血管病 NOS,1351.51,789.11,1
眼眶挫伤的后遗症,1352.80,626.93,1
疱疹病毒性龈口炎和咽扁桃体炎,1353.11,398.60,1
臀部瘢痕修复,1355.39,543.80,1
间质性肌炎,1355.45,692.21,1
锁骨开放性骨折,1356.30,812.86,1
腹内多器官损伤,1356.86,880.98,1
坐骨神经损伤,1358.46,852.43,1
食管胸腔瘘,1359.22,540.23,1
坏死性淋巴结炎,1359.67,868.16,1
血缘咨询,1365.36,572.40,1
眼睑良性肿瘤,1366.02,559.44,1
肌神经痛,1367.90,610.77,1
肋骨恶性肿瘤,1369.12,848.24,1
软腭穿通伤,1369.77,871.90,1
指甲床炎,1374.15,595.84,1
高胆固醇血症饮食的咨询和监督,1374.49,952.37,1
神经鞘磷脂沉积病[尼曼－皮克氏病综合征],1374.70,723.95,1
胸骨脱位(胸肋关节脱位),1376.99,572.92,1
慢性子宫颈及宫颈内膜炎,1378.86,585.71,1
牙根囊肿,1381.60,908.21,1
踝挤压伤,1382.30,671.69,1
肛门和直肠衣原体感染,1383.66,705.81,1
内翻跖,1387.30,747.22,1
体位性低血压,1390.00,786.89,1
小肠部分切除术后状态,1392.52,935.09,1
血压检查,1397.97,779.11,1
鼻部疖,1403.15,554.68,1
脊柱侧凸(弯) NOS,1404.01,1022.95,1
球孢子菌病,1405.27,786.01,1
附睾淤积症,1405.43,749.62,1
多房囊肿 (D39.1),1406.10,825.18,1
胸部开放性口伤伴异物,1409.53,1007.02,1
重度再生障碍性贫血,1411.46,595.07,1
呼吸衰竭，不可归类在他处者,1414.27,1128.89,1
脑膜炎球菌感染后关节炎,1415.54,504.32,1
头和颈烧伤,1417.33,650.80,1
虹膜损伤,1417.40,821.96,1
坏死性外耳道炎[恶性外耳道炎],1419.34,677.02,1
带状疱疹角膜炎,1420.11,939.99,1
肌肉劳损,1422.55,578.51,1
脐带挫伤,1422.85,537.67,1
下肢瘢痕,1424.13,553.19,1
视网膜血管阻塞,1427.85,597.57,1
宫颈异常产妇医疗,1430.32,760.45,1
颈椎开放性骨折,1431.11,710.64,1
胆汁郁积性肝炎,1433.14,422.46,2
颞部结缔组织恶性肿瘤,1436.19,737.24,1
中毒性胃肠炎和结肠炎,1436.64,888.14,1
念珠菌性甲床炎,1437.66,782.38,1
腮腺肥大,1437.82,768.16,1
腕开放性外伤累及肌腱,1442.35,949.28,1
食源性葡萄球菌食物中毒,1442.61,685.50,1
喉肥厚,1443.11,666.10,1
其他心肌病,1443.44,848.52,1
开放性背部损伤,1444.06,768.18,1
多处切割伤,1446.76,816.11,2
肝大和脾大，不可归类在他处者,1446.93,996.90,1
蒙道尔氏病[胸壁血栓性静脉炎],1447.85,945.89,1
咽原位癌,1452.54,966.10,1
苔癣痘疹样糠疹,1453.67,686.46,1
小腿水平腓侧肌群的肌肉和肌腱损伤,1457.58,533.82,1
阴唇损伤,1459.51,393.41,1
局限于皮肤的脉管炎 NOS,1464.07,952.09,1
新生儿咽血综合征,1464.93,776.18,1
直肠结核病,1465.28,916.08,1
耳结核,1467.94,675.18,1
骶结缔组织动态未定肿瘤,1471.00,692.63,1
肝积液,1472.50,1043.55,1
眼睑和眼周区开放性伤口,1475.05,724.47,1
胆道原位癌,1475.96,792.54,1
内因性(变应性)湿疹,1478.69,968.10,1
上颌骨纤维增生,1478.87,766.75,1
脚气病,1479.50,1032.90,1
外耳痈,1479.98,624.39,1
粘连性肩关节囊炎,1482.06,1174.57,1
头皮产伤,1484.06,320.02,1
皮肤附属器癌,1491.07,824.51,1
小淋巴细胞性淋巴瘤,1492.58,932.07,1
创伤性会阴裂伤,1497.64,567.01,1
眼失明,1498.03,881.33,1
必需脂脂肪酸[EFA]缺乏,1498.12,887.11,1
精神障碍并发于妊娠、分娩和产褥期,1499.26,896.14,1
唇鳞状上皮增生,1499.38,679.15,1
帕里诺眼腺型综合征,1500.87,835.92,1
刺激性接触性皮炎(湿疹),1501.70,860.31,1
手部疖,1502.48,821.22,1
皮肤和皮下组织的局部肿胀、肿物和肿块,1503.35,857.81,1
股肿病,1504.01,619.90,1
心脏传导系统退行性变,1504.06,909.30,1
淋球菌性附睾炎,1504.33,880.64,1
骑脚踏车人员在运输事故中的损伤,1505.31,671.11,1
外耳道坏死,1505.79,690.26,1
特指慢性非化脓性中耳炎,1506.00,890.88,1
化脓性角膜炎,1507.83,631.45,1
踝滑囊炎,1510.10,714.09,1
胆道引流术后T管拔管,1510.77,863.09,1
男性膀胱疝,1511.04,860.34,1
早产不伴自然临产,1511.26,0.00,1
复听,1511.94,749.22,1
阴唇息肉,1512.29,540.97,1
慢性粒细胞性白血病，急淋变 (M98210/3),1512.49,769.02,1
脂肪栓塞(创伤性),1513.26,907.58,1
腰骶神经根囊肿,1516.55,1340.89,1
麻疹角膜结膜炎,1517.78,865.70,2
单胎,1520.90,694.68,1
精神性疼痛(情绪性头痛),1521.35,947.75,1
柯萨奇病毒急性支气管炎,1522.98,625.62,1
创伤性阴道裂伤,1524.85,1098.37,1
小腿粘液囊脓肿,1525.99,997.32,1
药品中毒(由于过量)(给错服错药物),1526.00,1021.43,1
播散性念珠菌病,1527.08,1035.40,1
血管肌脂肪瘤,1528.37,746.28,1
烧伤后唇畸形,1532.13,0.00,1
咽鼓管梗阻,1535.70,721.41,1
粘液瘤 NOS,1535.90,1049.46,1
瓣膜置换术后心脏瓣膜衰竭,1540.52,1153.38,1
血管舒缩性鼻炎,1541.63,468.98,1
家族性激素生成障碍性甲状腺肿,1543.68,865.54,1
阴茎结核,1544.86,893.92,1
挫伤引起的新生儿黄疸,1548.48,786.54,1
睑缘结膜炎,1548.80,550.87,1
经其他剖宫产术的单胎分娩,1548.90,889.87,1
特指腹膜炎,1551.07,889.78,1
免疫性血管炎,1552.85,787.24,1
麻醉引起的恶性高热,1554.81,658.30,1
妇科检查,1562.49,510.52,1
胃肠道手术后呕吐,1565.90,897.97,1
妊娠、分娩和产褥期,1566.03,197.49,9
膝慢性不稳定性疾患,1569.60,1116.91,1
贲门糜烂,1570.68,878.88,1
乳突骨良性肿瘤,1572.76,536.83,1
头部的关节和韧带脱位、扭伤和劳损,1579.17,952.21,2
食道(胸部部份)损伤,1585.02,385.46,3
皮肤T细胞淋巴瘤,1593.17,1093.88,1
颞间隙感染,1593.30,1038.94,1
萎缩性关节炎,1594.06,847.49,1
囊性肾盂炎,1594.65,1049.46,1
痢特灵[呋喃唑酮]中毒,1594.86,874.00,1
萎黄病,1595.48,1156.55,1
肾诺卡菌病,1598.20,573.55,1
胸壁窦道,1602.28,568.26,1
糖尿病特殊筛查,1602.97,994.47,1
上行性脊髓炎,1603.00,911.10,1
皮肤其他良性肿瘤,1604.84,962.57,1
胸椎不稳定,1606.30,490.39,1
慢性淋巴细胞性甲状腺炎[桥本氏甲状腺炎],1606.78,811.50,1
肌纤维瘤病,1608.83,390.39,1
中毒性黄斑病,1608.98,1156.84,1
单侧膝以下创伤性截断,1609.02,997.35,1
滴虫性尿道炎,1609.94,904.20,1
安眠药中毒,1610.30,704.95,1
手多发浅表损伤,1611.70,984.57,1
睑和眼周区腐蚀伤,1612.69,1124.56,1
妊娠剧吐 NOS,1614.70,617.99,2
视网膜动脉闭塞(分枝)(部分性),1615.48,722.60,1
食物媒介副溶血性弧菌食物中毒,1616.54,620.42,1
大腿肌肉劳损,1616.94,739.30,1
躯干皮肤和皮下组织良性脂肪瘤样肿瘤,1618.60,883.04,1
后天性肠血管畸形,1618.70,829.46,1
蛋白缺乏引起的贫血,1618.85,1116.04,1
颞颌关节不正,1620.66,1129.18,1
前列腺纤维化,1623.87,1066.53,1
皮肤窦道,1625.40,817.72,1
特指反应性关节病,1627.82,1164.86,1
开放性外踝骨折,1628.43,1144.55,1
Ⅱ度(起泡，表皮丧失)烧伤 NOS,1630.54,1197.26,1
脾系病（舌病）,1631.13,729.82,1
盆腔腹壁瘘,1631.99,1153.75,1
中枢神经系统的病毒性感染,1632.58,933.59,1
肾上腺炎,1635.32,860.65,1
喉咽反流,1635.62,931.92,1
外眼异物 NOS,1636.61,708.99,1
经皮球囊扩瓣术后并发症,1637.96,899.30,1
创伤性会阴血肿,1638.09,453.08,1
出血性紫癜,1639.66,1107.23,1
脂肪痢,1642.80,431.53,1
男性生殖器官的疾病,1647.24,1186.23,1
症状性癫痫,1648.64,874.51,1
高原反应[急性、慢性高山反应],1649.96,837.74,1
头皮撕裂伤伴感染,1650.16,1340.42,1
胆囊肠瘘,1653.23,907.15,1
局限性沙门菌感染,1653.96,984.19,1
中枢神经系统的慢病毒感染,1655.73,1301.41,1
子宫内膜样腺瘤 NOS (D27),1657.63,1039.21,1
口干,1659.40,1158.58,1
头皮皮肤恶性肿瘤,1662.68,1135.85,1
化学性支气管炎,1663.46,957.47,1
泪囊粘液囊肿,1664.22,795.77,1
慢性多鼻窦炎,1668.46,998.44,1
急性(亚急性)风湿性关节炎,1671.22,340.73,1
后天性腕下垂,1671.66,1102.25,1
结核性脓气胸,1672.00,870.71,1
感染性喉炎,1672.49,923.59,1
药物性肝硬变,1676.07,1156.26,1
急性酒精中毒,1678.40,636.50,2
支气管出血,1679.35,1077.87,1
大腿开放性伤口,1680.54,1015.72,1
病毒性咽结膜炎,1683.53,804.11,1
眼球积血,1685.50,754.88,1
粉刺癌 NOS (C50.-),1686.63,1047.53,1
颈部耳状附件,1687.12,752.14,1
卵泡破裂伴出血,1688.23,303.96,2
尾蚴性皮炎,1691.04,848.33,1
慢性前列腺炎伴出血,1691.07,1273.47,1
浅部真菌病,1694.23,1141.77,1
膀胱憩室结石,1694.62,1002.58,1
骶部关节扭伤,1695.47,1257.42,1
软腭撕裂伤,1697.04,936.64,1
过敏性腹泻,1702.24,799.29,1
纤维瘤性肿瘤,1705.59,1066.40,1
肋锁骨综合征,1707.90,1157.35,1
纵隔纤维化,1708.27,969.95,1
变应性(外因性)肺泡炎,1709.03,774.44,1
阻塞性乳腺炎(瘀积性),1710.06,969.83,1
位听神经炎,1715.58,1079.38,1
波伦综合征,1717.95,1230.18,1
缺乏身体锻炼的问题,1718.30,1015.26,1
有毒昆虫咬伤后的后遗症,1718.60,1087.29,1
与分娩有关的乳房感染,1719.88,868.99,1
母体妊娠高血压新生儿,1720.93,571.87,1
单纯疱疹性眼睑炎,1722.06,1142.07,1
